industry,facility_size,leak_category,leak_contribution,intervention_id,intervention_category,intervention_cost,expected_CO2_reduction,implementation_difficulty,industry_fit,adoption_outcome
plastic,large,waste,0.404,INT-WST-003,waste,19721.0,4.81,low,True,70.1
plastic,large,waste,0.193,INT-WST-003,waste,15433.0,4.8,low,True,65.1
plastic,small,waste,0.248,INT-WST-003,waste,16381.0,3.74,low,True,58.5
textile,medium,waste,0.568,INT-WST-003,waste,18228.0,4.7,low,True,68.8
textile,small,waste,0.181,INT-WST-003,waste,16266.0,3.91,low,True,55.6
textile,medium,waste,0.108,INT-WST-003,waste,16662.0,4.44,low,True,57.7
plastic,medium,waste,0.326,INT-WST-003,waste,15080.0,3.91,low,True,61.8
plastic,small,waste,0.321,INT-WST-003,waste,19308.0,4.58,low,True,58.9
plastic,medium,waste,0.539,INT-WST-003,waste,15439.0,4.29,low,True,70.6
plastic,large,waste,0.123,INT-WST-003,waste,17916.0,4.08,low,True,58.9
textile,medium,waste,0.162,INT-WST-003,waste,16484.0,3.61,low,True,56.9
textile,large,waste,0.149,INT-WST-003,waste,15282.0,4.67,low,True,56.8
plastic,medium,waste,0.598,INT-WST-003,waste,16701.0,3.93,low,True,72.7
textile,large,waste,0.325,INT-WST-004,waste,35088.0,8.33,medium,True,70.1
textile,medium,waste,0.329,INT-WST-004,waste,38284.0,8.45,medium,True,65.9
textile,large,waste,0.274,INT-WST-004,waste,33826.0,7.32,medium,True,68.1
textile,medium,waste,0.493,INT-WST-004,waste,35104.0,8.06,medium,True,69.8
textile,small,waste,0.259,INT-WST-004,waste,39030.0,7.82,medium,True,50.8
textile,small,waste,0.398,INT-WST-004,waste,33100.0,7.42,medium,True,56.4
textile,medium,waste,0.293,INT-WST-004,waste,35908.0,8.77,medium,True,68.1
textile,large,waste,0.435,INT-WST-004,waste,32865.0,6.94,medium,True,70.1
textile,large,waste,0.485,INT-WST-004,waste,35560.0,6.8,medium,True,69.9
textile,medium,waste,0.138,INT-WST-004,waste,34542.0,7.87,medium,True,53.2
textile,medium,energy,0.296,INT-WST-004,waste,43580.0,6.78,medium,False,20.0
textile,medium,waste,0.559,INT-WST-004,waste,38083.0,7.66,medium,True,70.3
textile,small,waste,0.449,INT-WST-004,waste,39643.0,7.56,medium,True,57.6
textile,medium,waste,0.119,INT-WST-004,waste,37209.0,6.82,medium,True,52.2
textile,medium,energy,0.556,INT-WST-004,waste,38973.0,8.89,medium,False,26.3
textile,large,waste,0.436,INT-WST-004,waste,37898.0,6.67,medium,True,70.1
food,medium,waste,0.178,INT-WST-004,waste,37763.0,8.6,medium,False,18.0
textile,small,waste,0.104,INT-WST-004,waste,37574.0,8.54,medium,True,42.7
textile,large,waste,0.381,INT-WST-004,waste,38200.0,8.22,medium,True,69.9
textile,medium,waste,0.203,INT-WST-004,waste,38007.0,7.89,medium,True,57.3
textile,medium,waste,0.426,INT-WST-004,waste,40326.0,7.59,medium,True,65.7
textile,large,waste,0.553,INT-WST-004,waste,39067.0,7.33,medium,True,71.8
textile,medium,waste,0.51,INT-WST-004,waste,33140.0,6.66,medium,True,61.6
textile,small,waste,0.223,INT-WST-004,waste,37191.0,7.55,medium,True,46.9
textile,large,waste,0.151,INT-WST-004,waste,41140.0,7.1,medium,True,53.2
textile,small,waste,0.574,INT-WST-004,waste,37579.0,8.1,medium,True,60.8
textile,small,waste,0.541,INT-WST-004,waste,35394.0,8.44,medium,True,64.7
textile,medium,waste,0.31,INT-WST-004,waste,39543.0,7.64,medium,True,58.5
textile,small,waste,0.35,INT-WST-004,waste,38620.0,7.15,medium,True,52.0
textile,large,waste,0.39,INT-WST-004,waste,39170.0,7.43,medium,True,66.5
textile,medium,waste,0.441,INT-WST-004,waste,36790.0,8.97,medium,True,74.8
textile,medium,waste,0.44,INT-WST-004,waste,37782.0,7.15,medium,True,66.4
textile,medium,waste,0.339,INT-WST-004,waste,35589.0,7.05,medium,True,62.8
textile,large,waste,0.143,INT-WST-004,waste,40080.0,7.14,medium,True,50.8
textile,medium,waste,0.569,INT-WST-004,waste,35993.0,8.54,medium,True,74.0
plastic,medium,waste,0.164,INT-WST-004,waste,35444.0,8.69,medium,False,20.0
textile,large,waste,0.453,INT-WST-004,waste,35568.0,8.4,medium,True,73.7
textile,small,waste,0.408,INT-WST-004,waste,34053.0,7.48,medium,True,62.4
textile,medium,waste,0.108,INT-WST-004,waste,39085.0,8.93,medium,True,55.1
textile,small,waste,0.487,INT-WST-004,waste,39774.0,8.25,medium,True,56.0
food,medium,energy,0.198,INT-WST-005,waste,78285.0,15.51,high,True,57.9
food,large,energy,0.163,INT-WST-005,waste,84652.0,12.92,high,True,61.8
food,small,waste,0.096,INT-WST-005,waste,88091.0,14.53,high,True,41.8
food,large,energy,0.294,INT-WST-005,waste,84110.0,12.77,high,True,68.0
plastic,large,energy,0.164,INT-WST-005,waste,80084.0,13.3,high,False,19.8
food,small,energy,0.084,INT-WST-005,waste,94051.0,14.86,high,True,39.4
food,small,energy,0.325,INT-WST-005,waste,81256.0,14.48,high,True,49.0
food,small,energy,0.103,INT-WST-005,waste,83459.0,15.15,high,True,44.7
food,small,waste,0.357,INT-WST-005,waste,77461.0,14.95,high,True,51.7
food,small,energy,0.392,INT-WST-005,waste,83405.0,15.76,high,True,51.6
food,medium,waste,0.397,INT-WST-005,waste,83340.0,13.25,high,True,63.6
food,medium,energy,0.104,INT-WST-005,waste,85632.0,14.48,high,True,59.4
food,large,energy,0.477,INT-WST-005,waste,78389.0,12.53,high,True,78.5
food,large,waste,0.199,INT-WST-005,waste,93431.0,12.57,high,True,66.5
food,large,waste,0.143,INT-WST-005,waste,93079.0,13.05,high,True,59.8
food,medium,energy,0.168,INT-WST-005,waste,76360.0,13.17,high,True,56.7
plastic,small,energy,0.266,INT-WST-005,waste,79294.0,14.01,high,False,16.6
food,small,waste,0.592,INT-WST-005,waste,77945.0,13.95,high,True,57.8
food,large,energy,0.382,INT-WST-005,waste,82876.0,12.12,high,True,70.6
food,medium,energy,0.567,INT-WST-005,waste,79657.0,13.63,high,True,70.8
food,medium,materials,0.369,INT-WST-005,waste,89829.0,14.6,high,False,21.4
food,small,energy,0.092,INT-WST-005,waste,87917.0,15.37,high,True,40.5
food,large,waste,0.515,INT-WST-005,waste,76630.0,14.47,high,True,80.9
plastic,small,energy,0.479,INT-WST-005,waste,73621.0,14.03,high,False,14.9
food,medium,waste,0.367,INT-WST-005,waste,73317.0,13.75,high,True,62.7
textile,medium,energy,0.171,INT-WST-005,waste,77847.0,13.91,high,False,21.8
food,small,waste,0.518,INT-WST-005,waste,88098.0,14.26,high,True,56.3
plastic,small,waste,0.331,INT-WST-005,waste,95054.0,13.06,high,False,16.8
food,large,energy,0.113,INT-WST-005,waste,72345.0,13.26,high,True,59.6
food,small,energy,0.569,INT-WST-005,waste,75454.0,13.64,high,True,57.9
food,large,waste,0.145,INT-WST-005,waste,80711.0,14.91,high,True,67.8
food,large,energy,0.105,INT-WST-005,waste,77149.0,11.92,high,True,60.4
food,small,energy,0.082,INT-WST-005,waste,89434.0,12.13,high,True,35.0
food,medium,waste,0.378,INT-WST-005,waste,87765.0,14.76,high,True,70.7
food,large,waste,0.31,INT-WST-005,waste,81035.0,15.06,high,True,75.7
food,large,energy,0.319,INT-WST-005,waste,76588.0,11.98,high,True,68.5
plastic,small,waste,0.315,INT-WST-005,waste,78500.0,15.94,high,False,17.0
food,medium,waste,0.1,INT-WST-005,waste,79718.0,12.42,high,True,58.6
food,large,waste,0.33,INT-WST-005,waste,83528.0,12.48,high,True,70.6
food,small,waste,0.556,INT-WST-005,waste,82602.0,13.6,high,True,56.3
plastic,large,waste,0.308,INT-WST-006,waste,48934.0,8.11,high,True,59.3
plastic,small,waste,0.32,INT-WST-006,waste,50204.0,9.13,high,True,45.4
plastic,large,waste,0.112,INT-WST-006,waste,44517.0,9.93,high,True,56.8
plastic,large,waste,0.3,INT-WST-006,waste,46944.0,8.26,high,True,62.3
plastic,medium,waste,0.272,INT-WST-006,waste,41516.0,8.63,high,True,52.1
plastic,small,materials,0.535,INT-WST-006,waste,52683.0,10.08,high,False,15.2
plastic,large,waste,0.172,INT-WST-006,waste,51332.0,10.35,high,True,58.4
textile,small,waste,0.138,INT-WST-006,waste,52103.0,9.25,high,False,10.0
plastic,medium,waste,0.313,INT-WST-006,waste,53222.0,9.56,high,True,58.4
plastic,small,waste,0.216,INT-WST-006,waste,42133.0,9.25,high,True,40.7
plastic,large,waste,0.086,INT-WST-006,waste,49904.0,10.46,high,True,57.8
plastic,large,waste,0.21,INT-WST-006,waste,45796.0,9.48,high,True,57.2
plastic,small,waste,0.557,INT-WST-006,waste,46659.0,8.63,high,True,56.2
plastic,large,waste,0.156,INT-WST-006,waste,42908.0,9.38,high,True,55.2
plastic,large,waste,0.478,INT-WST-006,waste,51493.0,8.41,high,True,67.5
plastic,small,waste,0.426,INT-WST-006,waste,52744.0,8.49,high,True,43.5
plastic,large,waste,0.383,INT-WST-006,waste,45093.0,7.92,high,True,58.8
plastic,small,waste,0.555,INT-WST-006,waste,51645.0,9.53,high,True,55.2
textile,small,waste,0.297,INT-WST-006,waste,46038.0,9.97,high,False,14.0
plastic,large,waste,0.548,INT-WST-006,waste,53537.0,10.33,high,True,71.4
plastic,small,waste,0.156,INT-WST-006,waste,55157.0,7.82,high,True,35.6
plastic,large,waste,0.213,INT-WST-006,waste,51191.0,8.33,high,True,61.4
plastic,large,waste,0.178,INT-WST-006,waste,44227.0,9.86,high,True,60.6
plastic,large,waste,0.564,INT-WST-006,waste,48891.0,8.79,high,True,66.3
plastic,small,waste,0.242,INT-WST-006,waste,45490.0,9.61,high,True,47.4
plastic,medium,waste,0.28,INT-WST-006,waste,42910.0,9.24,high,True,62.6
plastic,small,waste,0.505,INT-WST-006,waste,44654.0,9.85,high,True,54.5
plastic,small,waste,0.324,INT-WST-006,waste,41250.0,10.36,high,True,52.6
plastic,large,waste,0.488,INT-WST-006,waste,40888.0,10.28,high,True,73.5
textile,small,waste,0.393,INT-WST-006,waste,45945.0,8.94,high,False,15.4
plastic,medium,waste,0.512,INT-WST-006,waste,43740.0,10.31,high,True,68.1
plastic,large,waste,0.506,INT-WST-006,waste,51438.0,10.36,high,True,73.7
plastic,medium,waste,0.312,INT-WST-006,waste,40884.0,9.3,high,True,64.4
plastic,medium,materials,0.173,INT-WST-006,waste,50102.0,8.26,high,False,19.4
plastic,medium,waste,0.135,INT-WST-006,waste,51455.0,7.89,high,True,51.2
plastic,medium,waste,0.13,INT-WST-006,waste,49909.0,7.91,high,True,45.4
plastic,small,waste,0.147,INT-WST-006,waste,43818.0,8.97,high,True,43.8
food,small,waste,0.262,INT-WST-006,waste,46073.0,10.15,high,False,13.2
plastic,large,waste,0.468,INT-WST-006,waste,45302.0,9.55,high,True,75.3
plastic,small,waste,0.21,INT-WST-006,waste,54686.0,8.57,high,True,37.5
